TDRS Orbit Determination

341 measurements read from tracking data file

Iteration 1

    Date         UTC        Sta   TDRS    obs [km]   comp [km]     o-c [m]
 1999/09/01  00:22:31.000   162     5   78980.4438  78980.4444     -0.56
 1999/09/01  00:23: 1.000   162     5   78954.4798  78954.4812     -1.44
 1999/09/01  00:23:31.000   162     5   78932.3844  78932.3874     -3.01
 1999/09/01  00:24: 1.000   162     5   78914.1732  78914.1771     -3.87
 1999/09/01  00:24:31.000   162     5   78899.8554  78899.8600     -4.60
 1999/09/01  00:25: 1.000   162     5   78889.4362  78889.4415     -5.34
 1999/09/01  00:25:31.000   162     5   78882.9168  78882.9227     -5.86
 1999/09/01  00:26: 1.000   162     5   78880.2936  78880.2999     -6.30
 1999/09/01  00:26:31.000   162     5   78881.5586  78881.5654     -6.81
 1999/09/01  00:27: 1.000   162     5   78886.6999  78886.7070     -7.12
 1999/09/01  00:27:31.000   162     5   78895.7004  78895.7082     -7.80
 1999/09/01  00:28: 1.000   162     5   78908.5399  78908.5482     -8.29
 1999/09/01  00:28:31.000   162     5   78925.1932  78925.2020     -8.79
 1999/09/01  00:29: 1.000   162     5   78945.6304  78945.6405    -10.08
 1999/09/01  00:29:31.000   162     5   78969.8199  78969.8304    -10.53
 1999/09/01  00:30: 1.000   162     5   78997.7247  78997.7347     -9.96
 1999/09/01  00:30:31.000   162     5   79029.3031  79029.3120     -8.95
 1999/09/01  02:40: 1.000   161     4   78681.9981  78681.9945      3.61
 1999/09/01  02:40:31.000   161     4   78628.7893  78628.7855      3.81
 1999/09/01  02:41: 1.000   161     4   78580.0788  78580.0739      4.91
 1999/09/01  02:41:31.000   161     4   78535.9086  78535.9050      3.61
 1999/09/01  02:42: 1.000   161     4   78496.3209  78496.3183      2.59
 1999/09/01  02:42:31.000   161     4   78461.3516  78461.3478      3.83
 1999/09/01  02:43: 1.000   161     4   78431.0270  78431.0213      5.68
 1999/09/01  02:43:31.000   161     4   78405.3617  78405.3611      0.63
 1999/09/01  02:44: 1.000   161     4   78384.3815  78384.3832     -1.74
 1999/09/01  02:44:31.000   161     4   78368.0953  78368.0981     -2.79
 1999/09/01  02:45: 1.000   161     4   78356.5069  78356.5100     -3.08
 1999/09/01  02:45:31.000   161     4   78349.6149  78349.6173     -2.42
 1999/09/01  02:46: 1.000   161     4   78347.4102  78347.4126     -2.44
 1999/09/01  02:46:31.000   161     4   78349.8820  78349.8826     -0.57
 1999/09/01  02:47: 1.000   161     4   78357.0110  78357.0080      3.03
 1999/09/01  02:47:31.000   161     4   78368.7652  78368.7639      1.28
 1999/09/01  02:48: 1.000   161     4   78385.1170  78385.1198     -2.83
 1999/09/01  02:48:31.000   161     4   78406.0352  78406.0396     -4.35
 1999/09/01  02:49: 1.000   161     4   78431.4768  78431.4815     -4.66
 1999/09/01  02:49:31.000   161     4   78461.3935  78461.3986     -5.08
 1999/09/01  02:50: 1.000   161     4   78495.7337  78495.7387     -5.02
 1999/09/01  02:50:31.000   161     4   78534.4401  78534.4446     -4.51
 1999/09/01  02:51: 1.000   161     4   78577.4498  78577.4540     -4.24
 1999/09/01  03:56: 1.000   162     5   77781.1765  77781.1734      3.10
 1999/09/01  03:56:31.000   162     5   77729.3331  77729.3289      4.15
 1999/09/01  03:57: 1.000   162     5   77682.8479  77682.8460      1.94
 1999/09/01  03:57:31.000   162     5   77641.8067  77641.8053      1.41
 1999/09/01  03:58: 1.000   162     5   77606.2840  77606.2806      3.35
 1999/09/01  03:58:31.000   162     5   77576.3428  77576.3385      4.32
 1999/09/01  03:59: 1.000   162     5   77552.0388  77552.0377      1.11
 1999/09/01  03:59:31.000   162     5   77533.4317  77533.4295      2.21
 1999/09/01  04:00: 1.000   162     5   77520.5629  77520.5572      5.68
 1999/09/01  04:00:31.000   162     5   77513.4566  77513.4562      0.41
 1999/09/01  04:01: 1.000   162     5   77512.1553  77512.1536      1.69
 1999/09/01  04:01:31.000   162     5   77516.6724  77516.6684      3.96
 1999/09/01  04:02: 1.000   162     5   77527.0114  77527.0113      0.07
 1999/09/01  04:02:31.000   162     5   77543.1870  77543.1846      2.41
 1999/09/01  04:03: 1.000   162     5   77565.1838  77565.1822      1.63
 1999/09/01  04:03:31.000   162     5   77592.9899  77592.9896      0.26
 1999/09/01  04:04: 1.000   162     5   77626.5858  77626.5842      1.55
 1999/09/01  04:04:31.000   162     5   77665.9351  77665.9350      0.13
 1999/09/01  04:05: 1.000   162     5   77711.0033  77711.0026      0.72
 1999/09/01  04:05:31.000   162     5   77761.7406  77761.7398      0.83
 1999/09/01  04:06: 1.000   162     5   77818.0902  77818.0913     -1.06
 1999/09/01  04:06:31.000   162     5   77879.9939  77879.9940     -0.06
 1999/09/01  04:07: 1.000   162     5   77947.3784  77947.3772      1.24
 1999/09/01  04:07:31.000   162     5   78020.1610  78020.1627     -1.69
 1999/09/01  04:08: 1.000   162     5   78098.2628  78098.2651     -2.33
 1999/09/01  04:08:31.000   162     5   78181.5910  78181.5921     -1.07
 1999/09/01  04:09: 1.000   162     5   78270.0422  78270.0443     -2.12
 1999/09/01  04:09:31.000   162     5   78363.5109  78363.5162     -5.29
 1999/09/01  04:10: 1.000   162     5   78461.8894  78461.8958     -6.36
 1999/09/01  05:36: 1.000   162     5   76736.2471  76736.2602    -13.14
 1999/09/01  05:36:31.000   162     5   76654.1239  76654.1345    -10.56
 1999/09/01  05:37: 1.000   162     5   76578.8077  76578.8191    -11.40
 1999/09/01  05:37:31.000   162     5   76510.4333  76510.4424     -9.15
 1999/09/01  05:38: 1.000   162     5   76449.1124  76449.1228    -10.35
 1999/09/01  05:38:31.000   162     5   76394.9686  76394.9679      0.73
 1999/09/01  05:39: 1.000   162     5   76348.0665  76348.0748     -8.32
 1999/09/01  05:39:31.000   162     5   76308.5219  76308.5294     -7.54
 1999/09/01  05:40: 1.000   162     5   76276.4056  76276.4061     -0.49
 1999/09/01  05:40:31.000   162     5   76251.7614  76251.7673     -5.93
 1999/09/01  05:41: 1.000   162     5   76234.6589  76234.6637     -4.82
 1999/09/01  05:41:31.000   162     5   76225.1367  76225.1336      3.11
 1999/09/01  05:42: 1.000   162     5   76223.2014  76223.2029     -1.54
 1999/09/01  05:42:31.000   162     5   76228.8829  76228.8853     -2.38
 1999/09/01  05:43: 1.000   162     5   76242.1796  76242.1816     -2.02
 1999/09/01  05:43:31.000   162     5   76263.0810  76263.0804      0.59
 1999/09/01  05:44: 1.000   162     5   76291.5593  76291.5576      1.65
 1999/09/01  05:44:31.000   162     5   76327.5749  76327.5769     -2.01
 1999/09/01  05:45: 1.000   162     5   76371.0872  76371.0895     -2.30
 1999/09/01  08:09: 1.000   161     4   76907.5029  76907.5102     -7.28
 1999/09/01  08:09:31.000   161     4   76975.2622  76975.2707     -8.47
 1999/09/01  08:10: 1.000   161     4   77049.5331  77049.5377     -4.58
 1999/09/01  08:10:31.000   161     4   77130.2047  77130.2126     -7.86
 1999/09/01  08:11: 1.000   161     4   77217.1847  77217.1875     -2.78
 1999/09/01  08:11:31.000   161     4   77310.3383  77310.3458     -7.50
 1999/09/01  08:12: 1.000   161     4   77409.5598  77409.5624     -2.57
 1999/09/01  08:12:31.000   161     4   77514.6974  77514.7040     -6.56
 1999/09/01  08:13: 1.000   161     4   77625.6252  77625.6296     -4.43
 1999/09/01  08:13:31.000   161     4   77742.1862  77742.1911     -4.93
 1999/09/01  08:14: 1.000   161     4   77864.2275  77864.2333     -5.84
 1999/09/01  08:14:31.000   161     4   77991.5922  77991.5947     -2.46
 1999/09/01  08:15: 1.000   161     4   78124.1042  78124.1075     -3.31
 1999/09/01  08:15:31.000   161     4   78261.5946  78261.5987     -4.07
 1999/09/01  08:16: 1.000   161     4   78403.8862  78403.8898     -3.62
 1999/09/01  08:16:31.000   161     4   78550.7959  78550.7979     -2.02
 1999/09/01  08:17: 1.000   161     4   78702.1354  78702.1356     -0.22
 1999/09/01  08:17:31.000   161     4   78857.7117  78857.7118     -0.07
 1999/09/01  08:18: 1.000   161     4   79017.3315  79017.3317     -0.24
 1999/09/01  08:18:31.000   161     4   79180.7986  79180.7979      0.68
 1999/09/01  08:19: 1.000   161     4   79347.9110  79347.9101      0.94
 1999/09/01  08:19:31.000   161     4   79518.4673  79518.4659      1.38
 1999/09/01  08:20: 1.000   161     4   79692.2618  79692.2607      1.07
 1999/09/01  08:20:31.000   161     4   79869.0881  79869.0889     -0.83
 1999/09/01  08:21:31.000   161     4   80231.0188  80231.0171      1.72
 1999/09/01  08:22: 1.000   161     4   80415.7045  80415.7012      3.32
 1999/09/01  08:22:31.000   161     4   80602.5891  80602.5876      1.50
 1999/09/01  08:23: 1.000   161     4   80791.4709  80791.4682      2.74
 1999/09/01  09:38: 1.000   161     4   76318.5710  76318.5822    -11.23
 1999/09/01  09:38:31.000   161     4   76221.8221  76221.8204      1.73
 1999/09/01  09:39: 1.000   161     4   76132.1855  76132.1974    -11.89
 1999/09/01  09:39:31.000   161     4   76049.8567  76049.8621     -5.45
 1999/09/01  09:40: 1.000   161     4   75974.9429  75974.9530    -10.12
 1999/09/01  09:40:31.000   161     4   75907.5859  75907.5974    -11.48
 1999/09/01  09:41: 1.000   161     4   75847.9058  75847.9111     -5.32
 1999/09/01  09:41:31.000   161     4   75795.9902  75795.9982     -7.99
 1999/09/01  09:42: 1.000   161     4   75751.9390  75751.9502    -11.21
 1999/09/01  09:42:31.000   161     4   75715.8348  75715.8461    -11.27
 1999/09/01  09:43: 1.000   161     4   75687.7423  75687.7517     -9.37
 1999/09/01  09:43:31.000   161     4   75667.7193  75667.7196     -0.29
 1999/09/01  09:44: 1.000   161     4   75655.7825  75655.7889     -6.42
 1999/09/01  09:44:31.000   161     4   75651.9756  75651.9851     -9.47
 1999/09/01  09:45: 1.000   161     4   75656.3101  75656.3197     -9.56
 1999/09/01  09:45:31.000   161     4   75668.7813  75668.7905     -9.16
 1999/09/01  09:46: 1.000   161     4   75689.3730  75689.3814     -8.41
 1999/09/01  10:50: 1.000   162     5   78395.3030  78395.3171    -14.05
 1999/09/01  10:50:31.000   162     5   78472.5842  78472.5976    -13.44
 1999/09/01  10:51: 1.000   162     5   78554.3157  78554.3273    -11.65
 1999/09/01  10:51:31.000   162     5   78640.3788  78640.3869     -8.10
 1999/09/01  10:52: 1.000   162     5   78730.6457  78730.6528     -7.10
 1999/09/01  10:52:31.000   162     5   78824.9886  78824.9976     -9.03
 1999/09/01  10:53: 1.000   162     5   78923.2819  78923.2903     -8.43
 1999/09/01  10:53:31.000   162     5   79025.3886  79025.3965     -7.91
 1999/09/01  10:54: 1.000   162     5   79131.1707  79131.1787     -8.04
 1999/09/01  10:54:31.000   162     5   79240.4900  79240.4968     -6.80
 1999/09/01  10:55: 1.000   162     5   79353.2019  79353.2080     -6.09
 1999/09/01  10:55:31.000   162     5   79469.1636  79469.1674     -3.81
 1999/09/01  10:56: 1.000   162     5   79588.2277  79588.2282     -0.53
 1999/09/01  10:56:31.000   162     5   79710.2384  79710.2420     -3.55
 1999/09/01  10:57: 1.000   162     5   79835.0543  79835.0588     -4.52
 1999/09/01  10:57:31.000   162     5   79962.5235  79962.5274     -3.94
 1999/09/01  10:58: 1.000   162     5   80092.4930  80092.4960     -3.02
 1999/09/01  10:58:31.000   162     5   80224.8118  80224.8119     -0.10
 1999/09/01  10:59: 1.000   162     5   80359.3199  80359.3220     -2.10
 1999/09/01  12:37:31.000   162     5   79751.1883  79751.1959     -7.64
 1999/09/01  12:38: 1.000   162     5   79814.6476  79814.6520     -4.41
 1999/09/01  12:38:31.000   162     5   79880.9959  79881.0031     -7.24
 1999/09/01  12:39: 1.000   162     5   79950.1692  79950.1763     -7.11
 1999/09/01  12:39:31.000   162     5   80022.0899  80022.0962     -6.27
 1999/09/01  12:40: 1.000   162     5   80096.6822  80096.6853     -3.08
 1999/09/01  12:40:31.000   162     5   80173.8601  80173.8642     -4.10
 1999/09/01  12:41: 1.000   162     5   80253.5478  80253.5516     -3.81
 1999/09/01  12:41:31.000   162     5   80335.6604  80335.6645     -4.07
 1999/09/01  12:42: 1.000   162     5   80420.1167  80420.1181     -1.41
 1999/09/01  12:42:31.000   162     5   80506.8245  80506.8263     -1.85
 1999/09/01  12:43: 1.000   162     5   80595.7002  80595.7016     -1.42
 1999/09/01  12:43:31.000   162     5   80686.6544  80686.6551     -0.71
 1999/09/01  12:44: 1.000   162     5   80779.5954  80779.5968     -1.44
 1999/09/01  12:44:31.000   162     5   80874.4385  80874.4358      2.69
 1999/09/01  12:45: 1.000   162     5   80971.0810  80971.0801      0.92
 1999/09/01  12:45:31.000   162     5   81069.4394  81069.4369      2.46
 1999/09/01  12:46: 1.000   162     5   81169.4148  81169.4129      1.86
 1999/09/01  12:46:31.000   162     5   81270.9166  81270.9141      2.54
 1999/09/01  12:47: 1.000   162     5   81373.8486  81373.8458      2.81
 1999/09/01  12:47:31.000   162     5   81478.1177  81478.1132      4.47
 1999/09/01  12:48: 1.000   162     5   81583.6250  81583.6212      3.81
 1999/09/01  12:48:31.000   162     5   81690.2799  81690.2743      5.61
 1999/09/01  12:49: 1.000   162     5   81797.9820  81797.9771      4.95
 1999/09/01  12:49:31.000   162     5   81906.6406  81906.6341      6.46
 1999/09/01  14:24: 1.000   162     5   79219.3171  79219.3279    -10.83
 1999/09/01  14:24:31.000   162     5   79267.4263  79267.4365    -10.20
 1999/09/01  14:25: 1.000   162     5   79319.3591  79319.3688     -9.73
 1999/09/01  14:25:31.000   162     5   79375.0688  79375.0781     -9.33
 1999/09/01  14:26: 1.000   162     5   79434.5055  79434.5133     -7.85
 1999/09/01  14:26:31.000   162     5   79497.6131  79497.6192     -6.13
 1999/09/01  14:27: 1.000   162     5   79564.3306  79564.3365     -5.86
 1999/09/01  14:27:31.000   162     5   79634.5979  79634.6017     -3.81
 1999/09/01  14:28: 1.000   162     5   79708.3432  79708.3478     -4.60
 1999/09/01  14:28:31.000   162     5   79785.4998  79785.5037     -3.95
 1999/09/01  14:29: 1.000   162     5   79865.9897  79865.9950     -5.28
 1999/09/01  14:29:31.000   162     5   79949.7388  79949.7434     -4.57
 1999/09/01  14:30: 1.000   162     5   80036.6633  80036.6674     -4.14
 1999/09/01  14:30:31.000   162     5   80126.6813  80126.6826     -1.27
 1999/09/01  14:31: 1.000   162     5   80219.6991  80219.7007     -1.60
 1999/09/01  14:31:31.000   162     5   80315.6295  80315.6311     -1.63
 1999/09/01  14:32: 1.000   162     5   80414.3789  80414.3803     -1.38
 1999/09/01  14:32:31.000   162     5   80515.8510  80515.8519     -0.86
 1999/09/01  14:33: 1.000   162     5   80619.9480  80619.9471      0.90
 1999/09/01  14:33:31.000   162     5   80726.5652  80726.5649      0.34
 1999/09/01  14:34: 1.000   162     5   80835.6035  80835.6018      1.73
 1999/09/01  14:34:31.000   162     5   80946.9554  80946.9524      2.98
 1999/09/01  14:35: 1.000   162     5   81060.5108  81060.5095      1.30
 1999/09/01  14:35:31.000   162     5   81176.1673  81176.1639      3.38
 1999/09/01  14:36: 1.000   162     5   81293.8078  81293.8050      2.79
 1999/09/01  14:36:31.000   162     5   81413.3249  81413.3206      4.30
 1999/09/01  14:37: 1.000   162     5   81534.6008  81534.5973      3.54
 1999/09/01  14:37:31.000   162     5   81657.5258  81657.5203      5.46
 1999/09/01  14:38: 1.000   162     5   81781.9788  81781.9742      4.60
 1999/09/01  16:08: 1.000   162     5   77825.8865  77825.9101    -23.60
 1999/09/01  16:08:31.000   162     5   77893.2156  77893.2346    -19.04
 1999/09/01  16:09: 1.000   162     5   77966.1741  77966.1960    -21.93
 1999/09/01  16:09:31.000   162     5   78044.6853  78044.7075    -22.24
 1999/09/01  16:10: 1.000   162     5   78128.6576  78128.6750    -17.40
 1999/09/01  16:10:31.000   162     5   78217.9764  78217.9969    -20.55
 1999/09/01  16:11: 1.000   162     5   78312.5444  78312.5650    -20.59
 1999/09/01  16:11:31.000   162     5   78412.2454  78412.2640    -18.64
 1999/09/01  16:12: 1.000   162     5   78516.9561  78516.9728    -16.66
 1999/09/01  16:12:31.000   162     5   78626.5446  78626.5633    -18.72
 1999/09/01  16:13: 1.000   162     5   78740.8843  78740.9025    -18.24
 1999/09/01  16:13:31.000   162     5   78859.8341  78859.8517    -17.57
 1999/09/01  16:14: 1.000   162     5   78983.2502  78983.2668    -16.64
 1999/09/01  16:14:31.000   162     5   79110.9844  79110.9994    -15.02
 1999/09/01  16:15: 1.000   162     5   79242.8829  79242.8963    -13.45
 1999/09/01  16:15:31.000   162     5   79378.7866  79378.8004    -13.84
 1999/09/01  16:16: 1.000   162     5   79518.5380  79518.5508    -12.76
 1999/09/01  16:16:31.000   162     5   79661.9697  79661.9829    -13.24
 1999/09/01  16:17:31.000   162     5   79959.2092  79959.2202    -10.95
 1999/09/01  16:18: 1.000   162     5   80112.6707  80112.6822    -11.49
 1999/09/01  16:18:31.000   162     5   80269.1297  80269.1407    -11.02
 1999/09/01  16:19: 1.000   162     5   80428.4110  80428.4190     -8.00
 1999/09/01  16:19:31.000   162     5   80590.3304  80590.3387     -8.33
 1999/09/01  16:20: 1.000   162     5   80754.7115  80754.7203     -8.84
 1999/09/01  16:20:31.000   162     5   80921.3762  80921.3833     -7.06
 1999/09/01  16:21: 1.000   162     5   81090.1399  81090.1462     -6.27
 1999/09/01  16:21:31.000   162     5   81260.8215  81260.8273     -5.83
 1999/09/01  16:22: 1.000   162     5   81433.2408  81433.2447     -3.91
 1999/09/01  17:49: 1.000   162     5   76669.4953  76669.5212    -25.94
 1999/09/01  17:49:31.000   162     5   76757.8890  76757.9185    -29.49
 1999/09/01  17:50: 1.000   162     5   76853.2282  76853.2570    -28.81
 1999/09/01  17:50:31.000   162     5   76955.3735  76955.3962    -22.69
 1999/09/01  17:51: 1.000   162     5   77064.1583  77064.1859    -27.63
 1999/09/01  17:51:31.000   162     5   77179.4433  77179.4671    -23.82
 1999/09/01  17:52: 1.000   162     5   77301.0473  77301.0721    -24.84
 1999/09/01  17:52:31.000   162     5   77428.8011  77428.8254    -24.34
 1999/09/01  17:53: 1.000   162     5   77562.5204  77562.5442    -23.80
 1999/09/01  17:53:31.000   162     5   77702.0165  77702.0382    -21.66
 1999/09/01  17:54: 1.000   162     5   77847.0882  77847.1113    -23.06
 1999/09/01  17:54:31.000   162     5   77997.5419  77997.5615    -19.57
 1999/09/01  17:55: 1.000   162     5   78153.1610  78153.1815    -20.49
 1999/09/01  17:55:31.000   162     5   78313.7387  78313.7593    -20.61
 1999/09/01  17:56: 1.000   162     5   78479.0602  78479.0787    -18.51
 1999/09/01  17:56:31.000   162     5   78648.9032  78648.9198    -16.60
 1999/09/01  17:57: 1.000   162     5   78823.0443  78823.0595    -15.22
 1999/09/01  17:57:31.000   162     5   79001.2563  79001.2721    -15.81
 1999/09/01  17:58:31.000   162     5   79368.9890  79369.0023    -13.30
 1999/09/01  17:59: 1.000   162     5   79558.0468  79558.0591    -12.31
 1999/09/01  17:59:31.000   162     5   79750.2590  79750.2681     -9.10
 1999/09/01  18:00: 1.000   162     5   79945.3862  79945.3968    -10.58
 1999/09/01  18:00:31.000   162     5   80143.2015  80143.2125    -11.04
 1999/09/01  18:01: 1.000   162     5   80343.4728  80343.4830    -10.19
 1999/09/01  18:01:31.000   162     5   80545.9689  80545.9763     -7.37
 1999/09/01  18:02: 1.000   162     5   80750.4526  80750.4614     -8.80
 1999/09/01  18:02:31.000   162     5   80956.7014  80956.7085     -7.14
 1999/09/01  18:03: 1.000   162     5   81164.4829  81164.4893     -6.42
 1999/09/01  19:29: 1.000   162     5   76352.3595  76352.3884    -28.93
 1999/09/01  19:29:31.000   162     5   76449.5188  76449.5470    -28.15
 1999/09/01  19:30: 1.000   162     5   76553.8079  76553.8294    -21.52
 1999/09/01  19:30:31.000   162     5   76665.0429  76665.0677    -24.79
 1999/09/01  19:31: 1.000   162     5   76783.0595  76783.0843    -24.83
 1999/09/01  19:31:31.000   162     5   76907.6724  76907.6932    -20.79
 1999/09/01  19:32: 1.000   162     5   77038.6781  77038.7001    -21.96
 1999/09/01  19:32:31.000   162     5   77175.8828  77175.9032    -20.44
 1999/09/01  19:33: 1.000   162     5   77319.0749  77319.0942    -19.28
 1999/09/01  19:33:31.000   162     5   77468.0398  77468.0581    -18.33
 1999/09/01  19:34: 1.000   162     5   77622.5569  77622.5747    -17.80
 1999/09/01  19:34:31.000   162     5   77782.4061  77782.4187    -12.63
 1999/09/01  19:35: 1.000   162     5   77947.3443  77947.3600    -15.71
 1999/09/01  19:35:31.000   162     5   78117.1508  78117.1651    -14.33
 1999/09/01  19:36: 1.000   162     5   78291.5861  78291.5972    -11.12
 1999/09/01  19:36:31.000   162     5   78470.4051  78470.4167    -11.58
 1999/09/01  19:37: 1.000   162     5   78653.3705  78653.3818    -11.26
 1999/09/01  19:38:31.000   162     5   79224.7029  79224.7107     -7.83
 1999/09/01  19:39: 1.000   162     5   79421.8077  79421.8142     -6.50
 1999/09/01  19:39:31.000   162     5   79621.8337  79621.8387     -4.96
 1999/09/01  19:40: 1.000   162     5   79824.5371  79824.5391     -2.01
 1999/09/01  19:40:31.000   162     5   80029.6679  80029.6714     -3.51
 1999/09/01  19:41: 1.000   162     5   80236.9893  80236.9926     -3.35
 1999/09/01  19:41:31.000   162     5   80446.2609  80446.2614     -0.55
 1999/09/01  19:42: 1.000   162     5   80657.2371  80657.2383     -1.16
 1999/09/01  19:42:31.000   162     5   80869.6854  80869.6857     -0.26
 1999/09/01  19:43: 1.000   162     5   81083.3692  81083.3686      0.64
 1999/09/01  20:59: 1.000   162     5   76683.0147  76683.0461    -31.39
 1999/09/01  20:59:31.000   162     5   76628.8807  76628.9052    -24.55
 1999/09/01  21:00: 1.000   162     5   76581.8190  76581.8511    -32.08
 1999/09/01  21:00:31.000   162     5   76541.9171  76541.9462    -29.08
 1999/09/01  21:01: 1.000   162     5   76509.2102  76509.2419    -31.70
 1999/09/01  21:01:31.000   162     5   76483.7453  76483.7782    -32.88
 1999/09/01  21:02: 1.000   162     5   76465.5583  76465.5834    -25.10
 1999/09/01  21:02:31.000   162     5   76454.6419  76454.6743    -32.38
 1999/09/01  21:03: 1.000   162     5   76451.0226  76451.0558    -33.24
 1999/09/01  21:03:31.000   162     5   76454.6982  76454.7214    -23.15
 1999/09/01  21:04: 1.000   162     5   76465.6207  76465.6524    -31.72
 1999/09/01  21:04:31.000   162     5   76483.7867  76483.8190    -32.32
 1999/09/01  21:05: 1.000   162     5   76509.1507  76509.1796    -28.89
 1999/09/01  21:05:31.000   162     5   76541.6513  76541.6813    -29.96
 1999/09/01  21:06: 1.000   162     5   76581.2289  76581.2600    -31.10
 1999/09/01  21:06:31.000   162     5   76627.8115  76627.8409    -29.38
 1999/09/01  21:07: 1.000   162     5   76681.3093  76681.3383    -29.04
 1999/09/01  21:07:31.000   162     5   76741.6258  76741.6565    -30.68
 1999/09/01  21:08: 1.000   162     5   76808.6630  76808.6894    -26.45
 1999/09/01  21:08:31.000   162     5   76882.2925  76882.3217    -29.24
 1999/09/01  21:09: 1.000   162     5   76962.3999  76962.4287    -28.77
 1999/09/01  21:09:31.000   162     5   77048.8492  77048.8767    -27.53
 1999/09/01  21:10: 1.000   162     5   77141.4950  77141.5241    -29.05
 1999/09/01  21:10:31.000   162     5   77240.1956  77240.2209    -25.28
 1999/09/01  21:11: 1.000   162     5   77344.7817  77344.8100    -28.29
 1999/09/01  21:11:31.000   162     5   77455.1022  77455.1272    -25.02
 1999/09/01  21:12: 1.000   162     5   77570.9757  77571.0019    -26.22
 1999/09/01  21:12:31.000   162     5   77692.2320  77692.2575    -25.49
 1999/09/01  21:13: 1.000   162     5   77818.6944  77818.7118    -17.39
 1999/09/01  22:51: 1.000   162     5   78278.9842  78279.0041    -19.86
 1999/09/01  22:51:31.000   162     5   78345.9391  78345.9587    -19.62
 1999/09/01  22:52: 1.000   162     5   78417.3558  78417.3753    -19.53
 1999/09/01  22:52:31.000   162     5   78493.1291  78493.1478    -18.68
 1999/09/01  22:53: 1.000   162     5   78573.1467  78573.1655    -18.75
 1999/09/01  22:53:31.000   162     5   78657.2945  78657.3135    -18.96
 1999/09/01  22:54: 1.000   162     5   78745.4541  78745.4729    -18.84
 1999/09/01  22:54:31.000   162     5   78837.5020  78837.5213    -19.31
 1999/09/01  22:55: 1.000   162     5   78933.3126  78933.3326    -19.95
 1999/09/01  22:55:31.000   162     5   79032.7578  79032.7775    -19.67
 1999/09/01  22:56: 1.000   162     5   79135.7045  79135.7240    -19.47
 1999/09/01  22:56:31.000   162     5   79242.0186  79242.0373    -18.74
 1999/09/01  22:57: 1.000   162     5   79351.5622  79351.5806    -18.45
 1999/09/01  22:57:31.000   162     5   79464.1954  79464.2144    -19.02
 1999/09/01  22:58: 1.000   162     5   79579.7772  79579.7978    -20.58
 1999/09/01  22:58:31.000   162     5   79698.1672  79698.1881    -20.91
 1999/09/01  22:59: 1.000   162     5   79819.2209  79819.2415    -20.57
 1999/09/01  22:59:31.000   162     5   79942.7935  79942.8128    -19.29
 1999/09/01  23:00: 1.000   162     5   80068.7369  80068.7561    -19.24
 1999/09/01  23:00:31.000   162     5   80196.9046  80196.9249    -20.34
 1999/09/01  23:01: 1.000   162     5   80327.1522  80327.1722    -19.98
 1999/09/01  23:01:31.000   162     5   80459.3313  80459.3506    -19.34
                                                                      _______
                                                                 Mean -9.06 m
                                                                 RMS  10.02 m


Results of iteration 2

  Parameter            a priori   tot.corr. last corr.       final       sigma
  x [m]   User      1476200.00     -36.87      25.37    1476163.13      12.93
  y [m]   User      5996200.00      38.91     -71.54    5996238.91      11.57
  z [m]   User     -3209000.00     195.67     -79.33   -3208804.33      17.44
  vx[m/s] User        -3854.00      -0.00       0.03      -3854.00       0.01
  vy[m/s] User         3778.50      -0.10       0.10       3778.40       0.02
  vz[m/s] User         5302.20       0.04      -0.02       5302.24       0.01
  CD      User            2.30      -0.67      -0.60          1.63       0.11
  CR      User            1.30      -0.00      -0.00          1.30       0.10
  x [m]   TDRS-4   20174293.60       0.02       0.01   20174293.62       0.99
  y [m]   TDRS-4  -37024903.80      -0.02      -0.02  -37024903.82       1.00
  z [m]   TDRS-4    -982925.20       0.00       0.00    -982925.20       1.00
  vx[m/s] TDRS-4       2696.96       0.00      -0.00       2696.96       0.00
  vy[m/s] TDRS-4       1471.51       0.00      -0.00       1471.51       0.00
  vz[m/s] TDRS-4       -100.53      -0.00       0.00       -100.53       0.00
  CD      TDRS-4          2.30       0.00      -0.00          2.30       0.00
  CR      TDRS-4          1.39      -0.00      -0.00          1.39       0.00
  x [m]   TDRS-5  -40783913.50      10.54      12.46  -40783902.96      13.57
  y [m]   TDRS-5   10622599.30      26.74      14.10   10622626.04      43.53
  z [m]   TDRS-5     992633.10      -3.98     101.33     992629.12      55.15
  vx[m/s] TDRS-5       -774.39      -0.00      -0.00       -774.39       0.00
  vy[m/s] TDRS-5      -2976.10       0.00       0.00      -2976.09       0.00
  vz[m/s] TDRS-5         18.90       0.00       0.01         18.90       0.00
  CD      TDRS-5          2.30       0.00      -0.00          2.30       0.10
  CR      TDRS-5          1.41       0.08      -0.07          1.48       0.04


Iteration 3

    Date         UTC        Sta   TDRS    obs [km]   comp [km]     o-c [m]
 1999/09/01  00:22: 1.000   162     5   79010.2586  79010.2565      2.14
 1999/09/01  00:22:31.000   162     5   78980.4438  78980.4422      1.63
 1999/09/01  00:23: 1.000   162     5   78954.4798  78954.4786      1.17
 1999/09/01  00:23:31.000   162     5   78932.3844  78932.3844     -0.02
 1999/09/01  00:24: 1.000   162     5   78914.1732  78914.1737     -0.51
 1999/09/01  00:24:31.000   162     5   78899.8554  78899.8563     -0.89
 1999/09/01  00:25: 1.000   162     5   78889.4362  78889.4375     -1.32
