Dep,Tof,Nr,DV,T_viol,a2,a4,a6,G2,G3,Range
7800,1000,1,82.4732590794054,150.647136944734,0.0849247835051647,-0.401146920036826,-0.119766395464272,-0.002162461461979,3.48850146357635,0.567904016574217
7800,1100,1,38.5216421879081,265.016984878913,0.0199398915964549,-0.218324474865793,-0.076721720209393,0.00215882651577106,6.28318530717959,0.767944870877505
7800,1200,1,40.696903032541,90.8031151653548,0.0204198810402591,-0.207120202709617,-0.0866964453076845,-0.00190628190043947,3.23177819258488,0.767944870877505
7900,1000,1,89.4482607037971,287.77128696481,0.027781720833437,-0.242368793250951,-0.0957082736616765,2.73618806830283e-05,3.8002422105343,0.398724367293436
7900,1100,1,38.4720694106618,173.828484211462,0.0155497669693213,-0.196832446696324,-0.0842203716470076,-0.00204935421675918,3.23761003037301,0.747206259033885
7900,1200,1,36.1266288322394,8.60435825485961,0.00898404659358752,-0.145472869182338,-0.0724965029491282,-0.00185051243939731,3.31819574827826,0.765127611164663
8000,1000,1,44.3215965220334,185.958091044732,0.0241792539020243,-0.210028895355783,-0.0969258217911429,-0.00128886937165325,3.47587955776791,0.767944870877505
8000,1100,1,42.0505223912984,2.10026044910414,0.00801761799314402,-0.140741184515934,-0.0734608537305978,0.00164793397661467,6.28318530717959,0.533121363613684
8000,1200,1,43.6670935687056,2.71289798358794,-0.103407307333325,0.0788543434850991,-0.0867334256600741,-0.00185400263995993,3.00301742950241,0.754433745577638
