time, 0.00          ,   1.000000E-03,   1.000000E-01,   2.000000E-01,   3.000000E-01,   4.000000E-01,   5.000000E-01,   6.000000E-01,   7.000000E-01,   8.000000E-01,   9.000000E-01,   1.000000E+00
p, 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          , 0.00          ,   1.000000E+00
u,   1.000000E+00,  -7.707724E-01,  -6.623000E-01,  -5.761195E-01,  -4.912693E-01,  -4.125230E-01,  -3.375877E-01,  -2.661153E-01,  -1.972855E-01,  -1.304322E-01,  -6.489237E-02,   2.911886E-05
x1,   1.000000E+00,   1.000115E+00,   9.291762E-01,   8.672540E-01,   8.138833E-01,   7.686925E-01,   7.311859E-01,   7.009997E-01,   6.778287E-01,   6.614418E-01,   6.516746E-01,   6.484305E-01
x2, 0.00          ,   1.275369E-03,   1.441965E-01,   2.631830E-01,   3.622869E-01,   4.452868E-01,   5.155595E-01,   5.759149E-01,   6.287776E-01,   6.762686E-01,   7.202942E-01,   7.626211E-01
