Dep,Tof,Nr,DV,T_viol,a2,a4,a6,G2,G3,Range
7800,1400,1,66.2976041619759,2.9742608376182e-08,-0.00627989938538639,-0.0679646999585222,-0.0132220779269352,-0.00140081752608022,3.73478462125456,0.765421215612656
7800,1500,1,63.7643813925271,2.98969027312523e-07,0.036910640104793,-0.125533652916541,0.0834737915115136,0.00134569130681949,0.0866123672186433,0.765234847621993
7800,1600,1,65.3843282480851,2.97011517602641e-06,0.0221706914913926,-0.109363985392267,0.0574820421633787,-0.0011376744840963,3.27610393640319,0.765219934152349
7800,1700,1,66.158172120599,2.06497283272711e-05,0.0130905200899407,-0.0965431918313056,0.0433752627914856,-0.00107326454376876,3.3762158042154,0.765349025650104
7800,1800,1,66.6197596930601,2.35529711289928e-06,0.0072538618783947,-0.0874491563387522,0.0350925572573352,0.0010658958443788,0.327405446988376,0.765572735895771
7800,1900,1,66.9181159098446,6.88551438088325e-09,0.0026653667624124,-0.0795386116469204,0.0292754777476312,-0.00111335808257153,3.4945172583208,0.765233154983249
7800,2000,1,67.0977615588313,3.96344645992031e-07,-0.000100991808556509,-0.0747063049452804,0.025608909505723,-0.0011282773659251,3.54173918338246,0.765724545676591
7900,900,1,76.9294347656081,251.022999309902,0.127047655105341,-0.451543955690103,0.0928084546325841,0.00187944401591448,0.879557543129196,0.769689973382748
7900,1000,1,82.5944484127483,197.524468056543,0.133949591800387,-0.458539573301076,0.0859717556103078,0.00130962964374816,6.28313095684258,0.769398159221818
7900,1100,1,58.8051042520844,1.00053458851335e-06,0.103251485923186,-0.416112220872281,0.0237320127395964,-0.001744989659572,3.7447813062538,0.767944513968898
7900,1200,1,61.6502125846241,2.23185145031835e-05,0.030993767428623,-0.179624501400097,-0.0323181128459026,0.00109826849802793,6.26828501429335,0.766095709845153
7900,1300,1,75.3064899276696,132.277215517139,-0.00943010447310545,-0.0641495209732179,-0.00921414133484471,0.00111413624667116,6.2831835914076,0.769664844739005
7900,1400,1,65.5708802050014,8.82814141789368e-06,0.0418295016773977,-0.122815065058286,0.106407172401514,-0.00127844376351261,3.1116262614221,0.765090627436366
7900,1500,1,67.3118990611558,9.40045268293943e-06,0.0151445641902903,-0.0864973987919658,0.0659805845699336,-0.000991063441382681,3.2679522190472,0.765210402854952
7900,1600,1,68.3914268809976,4.61852778244065e-12,0.0160618818011776,-0.0917394625964479,0.0612774619454039,0.000844448723039035,6.22022526678917,0.764803810956621
